Index,STNAME,CTYNAME,STCODE,CTYCODE,Cases2000,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,aggregateCases,aggregateCasesPerOneHundredThousand,meanAggregateCases,,POPESTIMATE2009,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,meanPopulation,lessHighSchoolDiploma,lessHSPercent,highSchoolDiplomaOnly,hsOnlyPercent,someCollegeOrAssociateDegree,someCollegePercent,bachelorDegreeOrHigher,bachelorPercent,aggregateEducation,"Percent of adults with less than a high school diploma, 2009-2013","Percent of adults with a high school diploma only, 2009-2013","Percent of adults completing some college or associate's degree, 2009-2013","Percent of adults with a bachelor's degree or higher, 2009-2013",Civilian_labor_force_2013,Employed_2013,Unemployed_2013,Unemployment_rate_2013,Civilian_labor_force_2014,Employed_2014,Unemployed_2014,Unemployment_rate_2014,Median_Household_Income_2009,Median_Household_Income_2010,Median_Household_Income_2011,Median_Household_Income_2012,Median_Household_Income_2013,aggregateMedianHouseInc,aggregateMedianIncPercentage
Texas-Young County,Texas,Young County,48,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17792,18528,18340,18299,18341,91300,2688,0.029441402,4227,0.046297919,3552,0.03890471,2100,0.023001095,12567,21,34,28,17,8606,8167,439,5,8749,8392,357,4,40772,40490,40133,43248,44372,41803,0.457864184
Texas-Zapata County,Texas,Zapata County,48,505,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.00001,0.2,,14036,14067,14214,14273,14390,70980,3537,0.049830938,2041,0.028754579,1579,0.022245703,666,0.009382925,7823,45,26,20,9,7090,6652,438,6,7022,6658,364,5,30761,29915,30104,33462,34506,31749.6,0.447303466
Texas-Zavala County,Texas,Zavala County,48,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11585,11727,11843,11973,12156,59284,2684,0.045273598,1606,0.02708994,1844,0.031104514,634,0.010694285,6768,40,24,27,9,4022,3445,577,14,3852,3376,476,12,21841,22948,22982,25157,25291,23643.8,0.398822617
Utah-Beaver County,Utah,Beaver County,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6267,6639,6514,6480,6459,32359,349,0.010785253,1446,0.044686177,1390,0.042955592,653,0.020179857,3838,9,38,36,17,3029,2886,143,5,2968,2851,117,4,41761,44077,44126,46309,46138,44482.2,1.37464693
Utah-Box Elder County,Utah,Box Elder County,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49902,50153,50249,50232,50794,251330,2412,0.009596944,9427,0.037508455,11106,0.044188915,6187,0.024617037,29132,8,32,38,21,23231,22108,1123,5,23557,22650,907,4,52867,55534,51558,53830,60372,54832.2,0.218168145
Utah-Cache County,Utah,Cache County,49,5,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0.00001,0.2,,115269,113274,114700,115729,116909,575881,4339,0.007534543,12379,0.02149576,19591,0.034019181,21278,0.036948606,57587,8,21,34,37,57938,55605,2333,4,58894,57003,1891,3,47064,47367,47589,47609,49556,47837,0.083067509
Utah-Carbon County,Utah,Carbon County,49,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19989,21417,21333,21256,20988,104983,1869,0.017802882,3798,0.036177286,5961,0.056780622,1675,0.015954964,13303,14,29,45,13,8975,8400,575,6,8701,8251,450,5,44684,45244,47585,47214,44594,45864.2,0.436872637
Utah-Daggett County,Utah,Daggett County,49,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,941,1067,1155,1087,1127,5377,83,0.015436117,204,0.037939371,193,0.035893621,111,0.020643481,591,14,35,33,19,431,409,22,5,430,412,18,4,43940,41248,48751,50911,53080,47586,8.84991631
Utah-Davis County,Utah,Davis County,49,11,1,0,1,0,0,0,0,1,0,0,0,1,3,2,2,6,0.00006,1.2,,300827,307778,311812,315781,322094,1558292,8164,0.005239069,39074,0.02507489,69046,0.044308769,60224,0.038647442,176508,5,22,39,34,152995,146384,6611,4,155339,149809,5530,4,66220,64840,68974,69019,70456,67901.8,0.043574503
Utah-Duchesne County,Utah,Duchesne County,49,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,17948,18620,18838,19245,20308,94959,1482,0.015606736,3815,0.040175234,3888,0.040943986,1745,0.018376352,10930,14,35,36,16,9321,8917,404,4,9602,9257,345,4,53080,53196,54973,57945,61386,56116,0.590949778
Utah-Emery County,Utah,Emery County,49,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,10629,10972,10948,10911,10749,54209,675,0.012451807,2103,0.038794296,2999,0.055322917,826,0.015237322,6603,10,32,45,13,4726,4435,291,6,4613,4372,241,5,51014,51205,48745,51819,52070,50970.6,0.940260842
Utah-Garfield County,Utah,Garfield County,49,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4625,5184,5176,5102,5083,25170,269,0.010687326,1047,0.041597139,1378,0.054747716,679,0.026976559,3373,8,31,41,20,2791,2531,260,9,2726,2491,235,9,41323,42668,40762,41786,43798,42067.4,1.67133095
Utah-Grand County,Utah,Grand County,49,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9660,9313,9293,9347,9360,46973,582,0.012390096,1549,0.032976391,2688,0.057224363,1626,0.03461563,6445,9,24,42,25,5474,5044,430,8,5515,5171,344,6,39070,39726,41410,42702,42368,41055.2,0.874016988
Utah-Iron County,Utah,Iron County,49,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45280,46266,46665,46773,46780,231764,2315,0.009988609,6171,0.026626223,9618,0.041499111,6497,0.028032826,24601,9,25,39,26,19435,18338,1097,6,19950,19057,893,5,40145,39980,41094,41804,43439,41292.4,0.17816572
Utah-Juab County,Utah,Juab County,49,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10244,10261,10342,10342,10348,51537,577,0.01119584,2009,0.038981702,2269,0.044026622,831,0.016124338,5686,10,35,40,15,4711,4469,242,5,4817,4622,195,4,50589,51917,51762,51823,51942,51606.6,1.001350486
Utah-Kane County,Utah,Kane County,49,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6601,7153,7240,7227,7260,35481,285,0.008032468,1332,0.037541219,2153,0.060680364,1278,0.036019278,5048,6,26,43,25,3484,3295,189,5,3581,3417,164,5,43287,43939,42515,43128,46350,43843.8,1.235697979
Utah-Millard County,Utah,Millard County,49,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12276,12521,12618,12570,12662,62647,1027,0.016393443,2290,0.036554025,2805,0.04477469,1435,0.022906125,7557,14,30,37,19,5919,5672,247,4,6009,5797,212,4,44852,45810,47316,48472,51424,47574.8,0.759410666
Utah-Morgan County,Utah,Morgan County,49,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8908,9517,9641,9812,10173,48051,132,0.002747081,1451,0.030197082,2079,0.043266529,1834,0.03816778,5496,2,26,38,33,4517,4331,186,4,4587,4433,154,3,75164,71484,74509,75348,83496,76000.2,1.581656989
Utah-Piute County,Utah,Piute County,49,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1431,1555,1520,1519,1510,7535,131,0.017385534,457,0.060650299,371,0.049236894,197,0.026144658,1156,11,40,32,17,485,448,37,8,462,431,31,7,35962,35233,34079,36403,37897,35914.8,4.766396815
Utah-Rich County,Utah,Rich County,49,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2160,2257,2320,2277,2288,11302,67,0.005928154,537,0.047513714,576,0.050964431,241,0.02132366,1421,5,38,41,17,986,940,46,5,1002,965,37,4,53783,51902,50980,53643,54640,52989.6,4.688515307
Utah-Salt Lake County,Utah,Salt Lake County,49,35,1,0,1,1,1,1,1,3,0,5,0,2,1,8,4,16,0.00016,3.2,,1034989,1032954,1048032,1064069,1079721,5259765,70071,0.013322078,147960,0.028130534,221835,0.042175839,197678,0.037583048,637544,11,23,35,31,571229,545729,25500,5,577571,556398,21173,4,56954,56664,56166,58743,61716,58048.6,0.011036349
Utah-San Juan County,Utah,San Juan County,49,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15049,14807,14767,14914,14973,74510,1434,0.019245739,2730,0.036639377,2623,0.035203328,1529,0.020520735,8316,17,33,32,18,5705,5234,471,8,5614,5193,421,8,36038,37259,37444,38329,40327,37879.4,0.508380083
Utah-Sanpete County,Utah,Sanpete County,49,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,25946,27873,28020,28011,28237,138087,1778,0.012875941,4241,0.030712522,6134,0.044421271,3192,0.023115862,15345,12,28,40,21,11093,10457,636,6,11078,10575,503,5,42834,39999,45231,43921,45338,43464.6,0.314762432
Utah-Sevier County,Utah,Sevier County,49,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19976,20805,20912,20727,20852,103272,1269,0.012287939,4158,0.040262607,5116,0.049539081,2068,0.020024789,12611,10,33,41,16,9292,8780,512,6,9278,8863,415,5,46148,44830,43190,45243,49877,45857.6,0.444046789
Utah-Summit County,Utah,Summit County,49,43,0,0,1,0,0,0,1,0,1,0,2,2,0,0,1,4,0.00004,0.8,,36969,36483,37447,37904,38486,187289,1673,0.008932719,4045,0.021597638,6764,0.036115308,11865,0.063351291,24347,7,17,28,49,22102,21166,936,4,22608,21849,759,3,73769,74535,85221,84672,81907,80020.8,0.427258408
Utah-Tooele County,Utah,Tooele County,49,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,58335,58498,59247,59874,60762,296716,2671,0.009001874,10287,0.034669516,13520,0.045565457,6795,0.022900686,33273,8,31,41,20,28570,26995,1575,6,28911,27540,1371,5,56053,60541,61719,61927,59400,59928,0.201970908
Utah-Uintah County,Utah,Uintah County,49,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,31536,32427,33157,34540,35555,167215,2681,0.016033251,6980,0.041742667,6612,0.039541907,3143,0.018796161,19416,14,36,34,16,15712,15018,694,4,15926,15363,563,4,58312,54090,58936,60419,62028,58757,0.35138594
Utah-Utah County,Utah,Utah County,49,49,1,1,0,0,0,0,2,1,1,2,0,2,1,4,3,9,0.00009,1.8,,545307,519605,530126,539888,551891,2686817,16592,0.006175337,43913,0.016343875,102938,0.038312248,93938,0.03496256,257381,6,17,40,36,249450,238673,10777,4,255571,246669,8902,4,57471,54385,58077,58167,60069,57633.8,0.021450586
Utah-Wasatch County,Utah,Wasatch County,49,51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.00001,0.2,,21600,23699,24376,25311,26437,121423,1485,0.012229973,2814,0.023175181,5211,0.042916087,4760,0.039201799,14270,10,20,37,33,12233,11650,583,5,12716,12251,465,4,61609,61593,56379,62014,64423,61203.6,0.504052774
Utah-Washington County,Utah,Washington County,49,53,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,2,0.00002,0.4,,137473,138429,141537,144656,147800,709895,7152,0.010074729,22578,0.031804704,33910,0.047767628,22858,0.032199128,86498,8,26,39,26,59513,56185,3328,6,61496,58842,2654,4,46596,48247,46001,45305,50378,47305.4,0.066637179
Utah-Wayne County,Utah,Wayne County,49,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2601,2767,2764,2736,2747,13615,76,0.005582079,503,0.036944546,740,0.054351818,445,0.032684539,1764,4,29,42,25,1385,1231,154,11,1386,1256,130,9,41785,42456,39593,40185,38945,40592.8,2.981476313
Utah-Weber County,Utah,Weber County,49,57,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0.00002,0.4,,231834,232130,234035,236551,238519,1173069,15712,0.013393927,40733,0.034723448,52272,0.044560039,31845,0.027146741,140562,11,29,37,23,114875,108555,6320,6,116198,111160,5038,4,53094,53612,52183,54169,54055,53422.6,0.045540885
Vermont-Addison County,Vermont,Addison County,50,1,3,0,1,1,4,8,7,8,27,38,22,44,29,57,42,190,0.0019,38,,36760,36805,36824,36787,36791,183967,2294,0.012469628,8014,0.043562161,5662,0.030777259,8823,0.047959688,24793,9,32,23,36,20891,20035,856,4,20982,20164,818,4,52135,51967,54542,55120,54683,53689.4,0.291842559
Vermont-Bennington County,Vermont,Bennington County,50,3,10,2,7,8,15,22,47,50,124,104,91,174,128,168,108,665,0.00665,133,,36411,37076,36810,36658,36659,183614,2582,0.014062109,8098,0.044103391,7001,0.038128901,8454,0.046042241,26135,10,31,27,32,19312,18309,1003,5,19052,18140,912,5,44686,47161,44701,48306,48290,46628.8,0.253950135
Vermont-Caledonia County,Vermont,Caledonia County,50,5,0,0,2,0,1,1,1,1,5,2,2,3,6,7,7,20,0.0002,4,,30252,31187,31142,31084,31157,154822,2205,0.014242162,7686,0.049644107,5900,0.038108279,5723,0.036965031,21514,10,36,27,27,15794,14935,859,5,15549,14768,781,5,43193,40219,42452,42558,43011,42286.6,0.273130434
Vermont-Chittenden County,Vermont,Chittenden County,50,7,3,5,7,9,8,4,11,13,40,39,31,56,68,104,60,298,0.00298,59.6,,152313,156763,157613,158501,159515,784705,6266,0.007985166,21977,0.028006703,25505,0.03250266,48338,0.061600219,102086,6,22,25,47,95170,91952,3218,3,94810,91841,2969,3,60182,56016,60865,62374,62618,60411,0.076985619
Vermont-Essex County,Vermont,Essex County,50,9,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0.00001,0.2,,6394,6297,6321,6220,6211,31443,782,0.0248704,2022,0.064306841,1196,0.038037083,690,0.021944471,4690,17,43,26,15,2869,2662,207,7,2857,2663,194,7,34407,34947,34535,35207,36140,35047.2,1.114626467
Vermont-Franklin County,Vermont,Franklin County,50,11,2,1,0,1,2,0,0,2,4,2,6,8,12,13,15,41,0.00041,8.2,,48182,47785,48151,48244,48294,240656,3671,0.015254139,12361,0.051363772,9049,0.03760139,7770,0.03228675,32851,11,38,28,24,27555,26405,1150,4,27362,26239,1123,4,51950,51296,53412,53436,55912,53201.2,0.221067416
Vermont-Grand Isle County,Vermont,Grand Isle County,50,13,0,0,1,0,0,0,1,0,3,4,1,5,5,8,9,23,0.00023,4.6,,7560,6958,6979,6976,6987,35460,437,0.012323745,1636,0.046136492,1532,0.04320361,1567,0.044190637,5172,8,32,30,30,4079,3880,199,5,4063,3872,191,5,51993,54907,56241,54915,57559,55123,1.554512126
Vermont-Lamoille County,Vermont,Lamoille County,50,15,0,1,1,2,0,0,0,4,4,2,4,5,3,7,9,21,0.00021,4.2,,25958,24517,24659,24912,25067,125113,1241,0.009919033,5251,0.041970059,4240,0.033889364,6147,0.049131585,16879,7,31,25,36,13918,13134,784,6,13916,13194,722,5,50955,47994,46549,49256,46742,48299.2,0.386044616
Vermont-Orange County,Vermont,Orange County,50,17,3,2,3,2,3,0,3,2,10,11,9,17,19,34,28,90,0.0009,18,,28896,28944,29036,28972,28915,144763,1800,0.012434116,7330,0.050634485,5359,0.037019128,6186,0.042731914,20675,9,35,26,30,16236,15560,676,4,16035,15412,623,4,48423,48008,50192,49747,51348,49543.6,0.342239384
Vermont-Orleans County,Vermont,Orleans County,50,19,0,0,1,2,0,1,1,2,2,2,1,2,2,5,1,12,0.00012,2.4,,27301,27229,27157,27129,27169,135985,2682,0.019722764,7783,0.057234254,4804,0.035327426,4133,0.030393058,19402,14,40,25,21,13890,12927,963,7,13885,12996,889,6,39914,36515,39598,40764,40522,39462.6,0.290198184
Vermont-Rutland County,Vermont,Rutland County,50,21,3,4,3,2,2,3,12,16,61,75,73,116,98,178,100,540,0.0054,108,,63014,61573,61269,60938,60622,307416,4615,0.015012231,15158,0.049307778,11616,0.037785932,12183,0.039630338,43572,11,35,27,28,32358,30607,1751,5,32010,30456,1554,5,47493,43600,46542,45168,45757,45712,0.14869753
Vermont-Washington County,Vermont,Washington County,50,23,2,1,3,6,4,2,2,6,9,12,7,15,12,11,23,57,0.00057,11.4,,58696,59558,59537,59367,59319,296477,2721,0.009177778,12426,0.041912189,10753,0.036269255,15929,0.053727608,41829,7,30,26,38,34627,33147,1480,4,34369,32983,1386,4,51917,51334,54840,56710,52619,53484,0.180398479
Vermont-Windham County,Vermont,Windham County,50,25,7,1,3,7,5,9,16,22,75,68,58,85,69,113,83,393,0.00393,78.6,,43471,44504,44237,44040,43857,220109,2953,0.01341608,9951,0.045209419,8381,0.038076589,10707,0.048644081,31992,9,31,26,33,24146,23008,1138,5,23874,22861,1013,4,46912,43045,46566,49098,46642,46452.6,0.211043619
Vermont-Windsor County,Vermont,Windsor County,50,27,6,1,5,3,5,4,4,11,39,49,51,93,71,185,113,449,0.00449,89.8,,56552,56597,56585,56125,56067,281926,3072,0.010896476,13677,0.04851273,10846,0.038471088,14216,0.050424579,41811,7,33,26,34,30373,29122,1251,4,30100,28973,1127,4,48326,48804,49295,50094,51218,49547.4,0.175746118
Virginia-Accomack County,Virginia,Accomack County,51,1,2,4,5,10,31,10,1,12,17,9,3,4,7,7,3,30,0.0003,6,,38462,33184,33341,33359,33148,171494,5238,0.030543343,9109,0.053115561,5389,0.03142384,4102,0.023919204,23838,22,38,23,17,16237,15093,1144,7,16024,14984,1040,7,36512,37312,37714,36957,38064,37311.8,0.217569128
Virginia-Albemarle County,Virginia,Albemarle County,51,3,3,4,7,4,8,0,4,3,16,26,43,43,31,30,32,173,0.00173,34.6,,94908,99186,100805,102116,103000,500015,5725,0.011449657,12073,0.024145276,14193,0.028385148,34888,0.069773907,66879,9,18,21,52,52646,50099,2547,5,54006,51631,2375,4,63669,61845,63972,70813,70032,66066.2,0.132128436
Virginia-Alleghany County,Virginia,Alleghany County,51,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,16242,16215,16325,16191,16161,81134,2050,0.025266843,4370,0.053861513,3493,0.043052235,1946,0.023985012,11859,17,37,29,16,7542,7036,506,7,7282,6843,439,6,43230,43110,45108,44530,44983,44192.2,0.544681638
Virginia-Amelia County,Virginia,Amelia County,51,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0.00002,0.4,,12886,12736,12739,12747,12745,63853,1903,0.029802828,3284,0.05143063,2573,0.040295679,1267,0.019842451,9027,21,36,29,14,6186,5820,366,6,6242,5914,328,5,47971,49057,49399,49714,52055,49639.2,0.777398086
Virginia-Amherst County,Virginia,Amherst County,51,9,0,0,0,0,0,0,1,0,1,1,5,6,13,5,4,30,0.0003,6,,32482,32057,32117,32421,32178,161255,4669,0.028954141,7742,0.048010914,6021,0.037338377,3895,0.02415429,22327,21,35,27,17,15832,14864,968,6,15888,15027,861,5,42117,42063,44494,43791,47268,43946.6,0.272528604
Virginia-Appomattox County,Virginia,Appomattox County,51,11,0,0,0,0,0,0,0,0,0,0,1,3,0,4,1,8,0.00008,1.6,,14552,15034,15004,15166,15255,75011,1899,0.025316287,4078,0.05436536,3092,0.041220621,1606,0.021410193,10675,18,38,29,15,7172,6711,461,6,7188,6781,407,6,42354,44479,44097,43814,44062,43761.2,0.583397102
Virginia-Arlington County,Virginia,Arlington County,51,13,5,2,3,8,7,16,11,30,33,31,16,21,10,34,28,112,0.00112,22.4,,217483,209311,216174,221275,224906,1089149,10837,0.00994997,14611,0.013415061,20250,0.018592497,115624,0.106159947,161322,7,9,13,72,145333,140362,4971,3,145962,141282,4680,3,92703,93231,98060,99255,101533,96956.4,0.089020327
Virginia-Augusta County,Virginia,Augusta County,51,15,1,0,0,1,1,0,0,5,9,15,35,35,25,17,27,127,0.00127,25.4,,72020,73482,73757,73635,73912,366806,8332,0.022715005,21938,0.059808182,12074,0.032916583,10487,0.028590045,52831,16,42,23,20,36973,35045,1928,5,37065,35329,1736,5,50401,50534,51036,49773,54834,51315.6,0.139898475
Virginia-Bath County,Virginia,Bath County,51,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4482,4721,4682,4669,4616,23170,343,0.014803625,1394,0.060164005,1012,0.043677169,694,0.029952525,3443,10,40,29,20,2583,2447,136,5,2634,2517,117,4,42619,41266,42423,44524,42951,42756.6,1.845343116
Virginia-Bedford County,Virginia,Bedford County,51,19,3,0,0,0,0,1,2,3,2,0,5,11,19,10,5,45,0.00045,9,,67154,68723,69389,69538,69825,344629,6131,0.017790145,16112,0.046751724,14853,0.04309852,12346,0.035824031,49442,12,33,30,25,,,,,,,,,53003,51656,58264,56910,,43966.6,0.127576611
Virginia-Bland County,Virginia,Bland County,51,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,6791,6822,6800,6751,6735,33899,853,0.025162984,2044,0.060296764,1490,0.043954099,755,0.022272043,5142,17,40,29,15,2882,2688,194,7,2903,2729,174,6,39512,39975,41654,42843,41939,41184.6,1.214920794
Virginia-Botetourt County,Virginia,Botetourt County,51,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,,32551,33188,33025,33121,33002,164887,2316,0.014045983,8056,0.048857703,7460,0.045243106,5916,0.035879117,23748,10,34,31,25,17667,16742,925,5,17829,16967,862,5,59441,63528,62204,60943,61005,61424.2,0.372523001
Virginia-Brunswick County,Virginia,Brunswick County,51,25,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,3,0.00003,0.6,,17514,17422,17147,17050,16973,86106,3488,0.040508211,4004,0.046500825,3187,0.037012519,1489,0.017292639,12168,29,33,26,12,6674,6049,625,9,6516,5980,536,8,35757,36806,35207,34621,37800,36038.2,0.418532971
Virginia-Buchanan County,Virginia,Buchanan County,51,27,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.00001,0.2,,22860,24028,23877,23864,23597,118226,5654,0.04782366,6169,0.052179724,4467,0.037783567,1468,0.012416896,17758,32,35,25,8,8174,7286,888,11,7874,7058,816,10,30005,29712,32722,32848,31621,31381.6,0.265437383
Virginia-Buckingham County,Virginia,Buckingham County,51,29,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,4,0.00004,0.8,,16080,17110,17169,17067,17136,84562,3631,0.042938909,4619,0.054622644,2756,0.032591471,1486,0.017572905,12492,29,37,22,12,6412,5914,498,8,6516,6087,429,7,36414,37568,37440,34415,39538,37075,0.438435704
Virginia-Campbell County,Virginia,Campbell County,51,31,0,0,1,0,0,2,2,1,1,0,2,9,5,2,2,18,0.00018,3.6,,52976,54880,55179,55069,55235,273339,6193,0.022656847,13883,0.05079041,11526,0.042167418,6514,0.023831213,38116,16,36,30,17,26996,25391,1605,6,27112,25677,1435,5,44983,42158,47450,41193,47982,44753.2,0.163727825
Virginia-Caroline County,Virginia,Caroline County,51,33,0,1,0,0,0,0,2,4,4,0,0,2,2,5,3,9,0.00009,1.8,,27870,28599,28656,28967,29298,143390,3737,0.02606179,7312,0.050993793,5233,0.036494874,3280,0.022874677,19562,19,37,27,17,14608,13582,1026,7,14731,13829,902,6,57352,52779,52496,54336,55760,54544.6,0.380393333
Virginia-Carroll County,Virginia,Carroll County,51,35,0,0,1,0,0,0,0,1,0,0,0,3,8,20,31,31,0.00031,6.2,,29034,30045,30043,29923,29883,148928,5207,0.034963204,7343,0.049305705,6542,0.043927267,2803,0.018821175,21895,24,34,30,13,13290,12194,1096,8,13228,12335,893,7,34240,34796,34891,32777,36218,34584.4,0.232222282
Virginia-Charles City County,Virginia,Charles City County,51,36,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,4,0.00004,0.8,,7217,7262,7245,7171,7130,36025,1311,0.036391395,2222,0.061679389,1158,0.032144344,759,0.021068702,5450,24,41,21,14,3793,3540,253,7,3819,3598,221,6,48096,45916,45960,47828,48394,47238.8,1.311278279
Virginia-Charlotte County,Virginia,Charlotte County,51,37,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.00001,0.2,,12039,12564,12514,12421,12305,61843,2170,0.035088854,2978,0.048154197,2114,0.034183335,1347,0.021780961,8609,25,35,25,16,5325,4912,413,8,5331,4972,359,7,33334,33899,35677,32873,35715,34299.6,0.554623805
Virginia-Chesterfield County,Virginia,Chesterfield County,51,41,0,3,4,4,1,4,2,10,16,15,6,14,13,18,18,66,0.00066,13.2,,306670,317103,320346,323862,327745,1595726,20834,0.013056126,51140,0.032048109,61999,0.038853162,76334,0.047836533,210307,10,24,29,36,175037,165177,9860,6,177328,168286,9042,5,70055,69190,71074,70371,67454,69628.8,0.043634559
Virginia-Clarke County,Virginia,Clarke County,51,43,0,1,0,1,1,0,6,11,14,9,22,17,8,12,9,68,0.00068,13.6,,14588,14045,14224,14321,14348,71526,1116,0.015602718,2987,0.041761038,2869,0.040111288,3172,0.04434751,10144,11,29,28,31,7640,7278,362,5,7642,7312,330,4,65636,67962,74472,67922,74384,70075.2,0.979716467
Virginia-Craig County,Virginia,Craig County,51,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4969,5194,5243,5229,5210,25845,379,0.014664345,1577,0.061017605,1190,0.046043722,536,0.020739021,3682,10,43,32,15,2462,2288,174,7,2473,2318,155,6,45125,44882,45789,38268,45527,43918.2,1.699291933
Virginia-Culpeper County,Virginia,Culpeper County,51,47,0,0,0,0,0,4,6,12,6,9,11,9,16,9,6,54,0.00054,10.8,,46502,46807,47311,47789,48506,236915,4938,0.020842918,10931,0.046138911,8476,0.035776544,7117,0.03004031,31462,16,35,27,23,23434,22175,1259,5,23463,22300,1163,5,61217,56897,58596,59609,63876,60039,0.253420003
Virginia-Cumberland County,Virginia,Cumberland County,51,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,9757,10039,9987,9836,9841,49460,1561,0.031560857,2653,0.053639304,1605,0.032450465,948,0.019167004,6767,23,39,24,14,4515,4218,297,7,4531,4256,275,6,39141,39394,40080,36988,41799,39480.4,0.798228872
Virginia-Dickenson County,Virginia,Dickenson County,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16087,15886,15770,15679,15486,78908,3128,0.039641101,4017,0.050907386,2986,0.037841537,1190,0.015080854,11321,28,35,26,11,5342,4761,581,11,5239,4720,519,10,31877,32955,33494,35147,33386,33371.8,0.422920363
Virginia-Dinwiddie County,Virginia,Dinwiddie County,51,53,0,0,0,0,1,2,0,2,1,0,1,1,0,0,1,2,0.00002,0.4,,26338,27995,28060,28040,27904,138337,3823,0.027635412,7829,0.056593681,5208,0.037647195,2465,0.017818805,19325,20,41,27,13,13564,12573,991,7,13659,12790,869,6,49595,50535,50152,51131,51864,50655.4,0.366173909
Virginia-Essex County,Virginia,Essex County,51,57,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,4,0.00004,0.8,,11189,11160,11209,11198,11229,55985,1792,0.032008574,2875,0.051353041,1908,0.034080557,1129,0.020166116,7704,23,37,25,15,5697,5319,378,7,5773,5406,367,6,48296,43125,42550,42012,44427,44082,0.787389479
